"Mcode","McodeDescription","ParentMCode","DiseasePath","OmniDisease_ID","Active_Flag"
"MD-0301","Astrocytic tumours","MD-0047","Brain / Tumors of Neuroepithelial Tissue / Astrocytic tumours","OmniDx_0032",-1
"MD-0302","Choriocarcinoma","MD-0044","Brain / Germ cell tumours / Choriocarcinoma","OmniDx_0032",-1
"MD-0303","Choroid plexus tumours","MD-0047","Brain / Tumors of Neuroepithelial Tissue / Choroid plexus tumours",,-1
"MD-0304","Craniopharyngioma","MD-0049","Brain / Tumours of the sellar region / Craniopharyngioma","OmniDx_0032",-1
"MD-0305","Embryonal carcinoma","MD-0044","Brain / Germ cell tumours / Embryonal carcinoma","OmniDx_0032",-1
"MD-0306","Embryonal tumours","MD-0047","Brain / Tumors of Neuroepithelial Tissue / Embryonal tumours",,-1
"MD-0307","Ependymal tumours","MD-0047","Brain / Tumors of Neuroepithelial Tissue / Ependymal tumours",,0
"MD-0308","Germinoma","MD-0044","Brain / Germ cell tumours / Germinoma","OmniDx_0032",-1
"MD-0309","Glial tumours of uncertain origin","MD-0047","Brain / Tumors of Neuroepithelial Tissue / Glial tumours of uncertain origin","OmniDx_0032",-1
"MD-0310","Granular cell tumour","MD-0049","Brain / Tumours of the sellar region / Granular cell tumour","OmniDx_0032",-1
"MD-0311","Granulocytic sarcoma","MD-0045","Brain / Lymphomas and haemopoietic neoplasms / Granulocytic sarcoma",,0
"MD-0312","Malignant lymphomas","MD-0045","Brain / Lymphomas and haemopoietic neoplasms / Malignant lymphomas",,0
"MD-0313","Mesenchymal, non-meningothelial tumours","MD-0048","Brain / Tumors of the Meninges / Mesenchymal, non-meningothelial tumours",,-1
"MD-0314","Mixed germ cell tumours","MD-0044","Brain / Germ cell tumours / Mixed germ cell tumours","OmniDx_0032",-1
"MD-0315","Mixed gliomas","MD-0047","Brain / Tumors of Neuroepithelial Tissue / Mixed gliomas","OmniDx_0032",-1
"MD-0316","Neuroblastic tumours","MD-0047","Brain / Tumors of Neuroepithelial Tissue / Neuroblastic tumours",,-1
"MD-0317","Neuronal and mixed neuronal-glial tumours","MD-0047","Brain / Tumors of Neuroepithelial Tissue / Neuronal and mixed neuronal-glial tumours",,-1
"MD-0318","Oligodendroglial tumours","MD-0047","Brain / Tumors of Neuroepithelial Tissue / Oligodendroglial tumours",,-1
"MD-0319","Pineal parenchymal tumours","MD-0047","Brain / Tumors of Neuroepithelial Tissue / Pineal parenchymal tumours",,-1
"MD-0320","Plasmacytoma","MD-0045","Brain / Lymphomas and haemopoietic neoplasms / Plasmacytoma",,0
"MD-0321","Primary melanocytic lesions","MD-0048","Brain / Tumors of the Meninges / Primary melanocytic lesions",,-1
"MD-0322","Teratoma","MD-0044","Brain / Germ cell tumours / Teratoma","OmniDx_0032",-1
"MD-0323","Tumours of meningothelial cells","MD-0048","Brain / Tumors of the Meninges / Tumours of meningothelial cells",,0
"MD-0324","Tumours of uncertain histogenesis","MD-0048","Brain / Tumors of the Meninges / Tumours of uncertain histogenesis",,-1
"MD-0325","Yolk sac tumour","MD-0044","Brain / Germ cell tumours / Yolk sac tumour","OmniDx_0032",-1
"MD-0326","Acinic cell carcinoma","MD-0050","Breast / Epithelial tumors / Acinic cell carcinoma","OmniDx_0001",-1
"MD-0327","Adenoid cystic carcinoma","MD-0050","Breast / Epithelial tumors / Adenoid cystic carcinoma","OmniDx_0001",-1
"MD-0328","Adenomyoepithelial adenosis","MD-0055","Breast / Myoepithelial lesions / Adenomyoepithelial adenosis",,0
"MD-0329","Adenomyoepithelioma","MD-0055","Breast / Myoepithelial lesions / Adenomyoepithelioma",,0
"MD-0330","Angiolipoma","MD-0053","Breast / Mesenchymal tumors / Angiolipoma","OmniDx_0068",-1
"MD-0331","Angiomatosis","MD-0053","Breast / Mesenchymal tumors / Angiomatosis","OmniDx_0068",-1
"MD-0332","Angiosarcoma","MD-0053","Breast / Mesenchymal tumors / Angiosarcoma","OmniDx_0068",-1
"MD-0333","Apocrine carcinoma","MD-0050","Breast / Epithelial tumors / Apocrine carcinoma","OmniDx_0001",-1
"MD-0334","Benign epithelial proliferations","MD-0050","Breast / Epithelial tumors / Benign epithelial proliferations",,0
"MD-0335","Carcinoma","MD-0057","Breast / Tumors of the male breast / Carcinoma","OmniDx_0001",-1
"MD-0336","Fibroadenoma","MD-0051","Breast / Fibroepithelial tumors / Fibroadenoma",,0
"MD-0337","Fibromatosis (aggressive)","MD-0053","Breast / Mesenchymal tumors / Fibromatosis (aggressive)","OmniDx_0068",-1
"MD-0338","Glycogen-rich clear cell carcinoma","MD-0050","Breast / Epithelial tumors / Glycogen-rich clear cell carcinoma","OmniDx_0001",-1
"MD-0339","Granular cell tumor","MD-0053","Breast / Mesenchymal tumors / Granular cell tumor","OmniDx_0068",-1
"MD-0340","Gynaecomastia","MD-0057","Breast / Tumors of the male breast / Gynaecomastia",,0
"MD-0341","Hemangioma","MD-0053","Breast / Mesenchymal tumors / Hemangioma","OmniDx_0040",-1
"MD-0342","Hemangiopericytoma","MD-0053","Breast / Mesenchymal tumors / Hemangiopericytoma","OmniDx_0068",-1
"MD-0343","Inflammatory carcinoma","MD-0050","Breast / Epithelial tumors / Inflammatory carcinoma","OmniDx_0001",-1
"MD-0344","Inflammatory myofibroblastic tumor","MD-0053","Breast / Mesenchymal tumors / Inflammatory myofibroblastic tumor","OmniDx_0068",-1
"MD-0345","Intraductal papillary neoplasms","MD-0050","Breast / Epithelial tumors / Intraductal papillary neoplasms","OmniDx_0001",-1
"MD-0346","Intraductal proliferative lesions","MD-0050","Breast / Epithelial tumors / Intraductal proliferative lesions",,0
"MD-0347","Invasive cribriform carcinoma","MD-0050","Breast / Epithelial tumors / Invasive cribriform carcinoma","OmniDx_0001",-1
"MD-0348","Invasive ductal carcinoma, NOS","MD-0050","Breast / Epithelial tumors / Invasive ductal carcinoma, NOS","OmniDx_0001",-1
"MD-0349","Invasive lobular carcinoma","MD-0050","Breast / Epithelial tumors / Invasive lobular carcinoma","OmniDx_0001",-1
"MD-0350","Invasive micropapillary carcinoma","MD-0050","Breast / Epithelial tumors / Invasive micropapillary carcinoma","OmniDx_0001",-1
"MD-0351","Invasive papillary carcinoma","MD-0050","Breast / Epithelial tumors / Invasive papillary carcinoma","OmniDx_0001",-1
"MD-0352","Leiomyoma","MD-0053","Breast / Mesenchymal tumors / Leiomyoma","OmniDx_0068",-1
"MD-0353","Leiomyosarcoma","MD-0053","Breast / Mesenchymal tumors / Leiomyosarcoma","OmniDx_0068",-1
"MD-0354","Lipid-rich carcinoma","MD-0050","Breast / Epithelial tumors / Lipid-rich carcinoma","OmniDx_0001",-1
"MD-0355","Lipoma","MD-0053","Breast / Mesenchymal tumors / Lipoma","OmniDx_0046",-1
"MD-0356","Liposarcoma","MD-0053","Breast / Mesenchymal tumors / Liposarcoma","OmniDx_0046",-1
"MD-0357","Lobular neoplasia","MD-0050","Breast / Epithelial tumors / Lobular neoplasia",,-1
"MD-0358","Malignant myoepithelioma","MD-0055","Breast / Myoepithelial lesions / Malignant myoepithelioma","OmniDx_0068",-1
"MD-0359","Mammary hamartoma","MD-0051","Breast / Fibroepithelial tumors / Mammary hamartoma",,0
"MD-0360","Medullary","MD-0050","Breast / Epithelial tumors / Medullary",,0
"MD-0361","Metaplastic carcinomas","MD-0050","Breast / Epithelial tumors / Metaplastic carcinomas","OmniDx_0001",-1
"MD-0362","Microinvasive carcinoma","MD-0050","Breast / Epithelial tumors / Microinvasive carcinoma",,0
"MD-0363","Mucinous carcinoma and other tumors with abundant mucin","MD-0050","Breast / Epithelial tumors / Mucinous carcinoma and other tumors with abundant mucin","OmniDx_0001",-1
"MD-0364","Myoepitheliosis","MD-0055","Breast / Myoepithelial lesions / Myoepitheliosis",,0
"MD-0365","Myofibroblastoma","MD-0053","Breast / Mesenchymal tumors / Myofibroblastoma","OmniDx_0068",-1
"MD-0366","Neuroendocrine tumors","MD-0050","Breast / Epithelial tumors / Neuroendocrine tumors",,-1
"MD-0367","Neurofibroma","MD-0053","Breast / Mesenchymal tumors / Neurofibroma","OmniDx_0068",-1
"MD-0368","Nipple adenoma","MD-0058","Breast / Tumors of the nipple / Nipple adenoma",,0
"MD-0369","Oncocytic carcinoma","MD-0050","Breast / Epithelial tumors / Oncocytic carcinoma","OmniDx_0001",-1
"MD-0370","Osteosarcoma","MD-0053","Breast / Mesenchymal tumors / Osteosarcoma","OmniDx_0068",-1
"MD-0371","Paget disease of the nipple","MD-0058","Breast / Tumors of the nipple / Paget disease of the nipple",,0
"MD-0372","Periductal stromal sarcoma, low grade","MD-0051","Breast / Fibroepithelial tumors / Periductal stromal sarcoma, low grade",,0
"MD-0373","Phyllodes tumor","MD-0051","Breast / Fibroepithelial tumors / Phyllodes tumor",,-1
"MD-0374","Pseudoangiomatous stromal hyperplasia","MD-0053","Breast / Mesenchymal tumors / Pseudoangiomatous stromal hyperplasia","OmniDx_0068",-1
"MD-0375","Rhabdomyosarcoma","MD-0053","Breast / Mesenchymal tumors / Rhabdomyosarcoma","OmniDx_0068",-1
"MD-0376","Schwannoma","MD-0053","Breast / Mesenchymal tumors / Schwannoma","OmniDx_0068",-1
"MD-0377","Sebaceous carcinoma","MD-0050","Breast / Epithelial tumors / Sebaceous carcinoma","OmniDx_0001",-1
"MD-0378","Secretory carcinoma","MD-0050","Breast / Epithelial tumors / Secretory carcinoma","OmniDx_0001",-1
"MD-0379","Syringomatous adenoma","MD-0058","Breast / Tumors of the nipple / Syringomatous adenoma",,0
"MD-0380","Tubular carcinoma","MD-0050","Breast / Epithelial tumors / Tubular carcinoma","OmniDx_0001",-1
"MD-0381","Adenofibroma","MD-0064","Cervical / Mixed epithelial and mesenchymal tumors / Adenofibroma",,0
"MD-0382","Adenomyoma","MD-0064","Cervical / Mixed epithelial and mesenchymal tumors / Adenomyoma",,0
"MD-0383","Adenosarcoma","MD-0064","Cervical / Mixed epithelial and mesenchymal tumors / Adenosarcoma","OmniDx_0023",-1
"MD-0384","Alveolar soft part sarcoma","MD-0062","Cervical / Mesenchymal tumors and tumor-like conditions / Alveolar soft part sarcoma","OmniDx_0068",-1
"MD-0385","Angiosarcoma","MD-0062","Cervical / Mesenchymal tumors and tumor-like conditions / Angiosarcoma","OmniDx_0068",-1
"MD-0386","Blue nevus","MD-0061","Cervical / Melanocytic tumors / Blue nevus",,0
"MD-0387","Carcinosarcoma (malignant mullerian mixed tumor; metaplastic carcinoma)","MD-0064","Cervical / Mixed epithelial and mesenchymal tumors / Carcinosarcoma (malignant mullerian mixed tumor: metaplastic carcinoma)","OmniDx_0023",-1
"MD-0388","Endometrioid stromal sarcoma, low grade","MD-0062","Cervical / Mesenchymal tumors and tumor-like conditions / Endometrioid stromal sarcoma, low grade","OmniDx_0068",-1
"MD-0389","Genital rhabdomyoma","MD-0062","Cervical / Mesenchymal tumors and tumor-like conditions / Genital rhabdomyoma","OmniDx_0068",-1
"MD-0390","Glandular tumors and precursors","MD-0059","Cervical / Epithelial tumors / Glandular tumors and precursors",,-1
"MD-0391","Leiomyoma","MD-0062","Cervical / Mesenchymal tumors and tumor-like conditions / Leiomyoma","OmniDx_0068",-1
"MD-0392","Leiomyosarcoma","MD-0062","Cervical / Mesenchymal tumors and tumor-like conditions / Leiomyosarcoma","OmniDx_0068",-1
"MD-0393","Malignant melanoma","MD-0061","Cervical / Melanocytic tumors / Malignant melanoma","OmniDx_0005",-1
"MD-0394","Malignant peripheral nerve sheath tumor","MD-0062","Cervical / Mesenchymal tumors and tumor-like conditions / Malignant peripheral nerve sheath tumor","OmniDx_0068",-1
"MD-0395","Other epithelial tumors","MD-0059","Cervical / Epithelial tumors / Other epithelial tumors",,-1
"MD-0396","Postoperative spindle cell nodule","MD-0062","Cervical / Mesenchymal tumors and tumor-like conditions / Postoperative spindle cell nodule","OmniDx_0068",-1
"MD-0397","Sarcoma botryoides","MD-0062","Cervical / Mesenchymal tumors and tumor-like conditions / Sarcoma botryoides","OmniDx_0068",-1
"MD-0398","Squamous tumors and precursors","MD-0059","Cervical / Epithelial tumors / Squamous tumors and precursors",,-1
"MD-0399","Tumors of germ cell type","MD-0063","Cervical / Miscellaneous tumors / Tumors of germ cell type",,-1
"MD-0400","Undifferentiated endocervical sarcoma","MD-0062","Cervical / Mesenchymal tumors and tumor-like conditions / Undifferentiated endocervical sarcoma","OmniDx_0068",-1
"MD-0401","Wilms tumor","MD-0064","Cervical / Mixed epithelial and mesenchymal tumors / Wilms tumor","OmniDx_0068",-1
"MD-0402","Adenoma","MD-0067","Colorectal / Epithelial tumors / Adenoma",,0
"MD-0403","Angiosarcoma","MD-0069","Colorectal / Non-epithelial tumors / Angiosarcoma","OmniDx_0068",-1
"MD-0404","Carcinoid (well differentiated endocrine neoplasm)","MD-0067","Colorectal / Epithelial tumors / Carcinoid (well differentiated endocrine neoplasm)","OmniDx_0063",-1
"MD-0405","Carcinoma","MD-0067","Colorectal / Epithelial tumors / Carcinoma",,-1
"MD-0406","Gastrointestinal stromal tumor","MD-0069","Colorectal / Non-epithelial tumors / Gastrointestinal stromal tumor","OmniDx_0068",-1
"MD-0407","Hyperplastic (metaplastic)","MD-0070","Colorectal / Polyps / Hyperplastic (metaplastic)",,0
"MD-0408","Intraepithelial neoplasia (dysplasia) assoc w chronic intraepithelial diseases","MD-0067","Colorectal / Epithelial tumors / Intraepithelial neoplasia (dysplasia) associated with chronic intraepithelial di",,0
"MD-0409","Juvenile","MD-0070","Colorectal / Polyps / Juvenile",,0
"MD-0410","Kaposi sarcoma","MD-0069","Colorectal / Non-epithelial tumors / Kaposi sarcoma","OmniDx_0042",-1
"MD-0411","Leiomyoma","MD-0069","Colorectal / Non-epithelial tumors / Leiomyoma","OmniDx_0068",-1
"MD-0412","Leiomyosarcoma","MD-0069","Colorectal / Non-epithelial tumors / Leiomyosarcoma","OmniDx_0068",-1
"MD-0413","Lipoma","MD-0069","Colorectal / Non-epithelial tumors / Lipoma","OmniDx_0046",-1
"MD-0414","Malignant lymphomas","MD-0069","Colorectal / Non-epithelial tumors / Malignant lymphomas",,0
"MD-0415","Malignant melanoma","MD-0069","Colorectal / Non-epithelial tumors / Malignant melanoma",,0
"MD-0416","Mixed carcinoid-adenocarcinoma","MD-0067","Colorectal / Epithelial tumors / Mixed carcinoid-adenocarcinoma","OmniDx_0003",-1
"MD-0417","Other Epithelial tumors","MD-0067","Colorectal / Epithelial tumors / Other Epithelial tumors",,0
"MD-0418","Others","MD-0069","Colorectal / Non-epithelial tumors / Others",,0
"MD-0419","Peutz-Jeghers","MD-0070","Colorectal / Polyps / Peutz-Jeghers",,0
"MD-0420","Adenofibroma","MD-0077","Endometrial / Mixed epithelial and mesenchymal tumors / Adenofibroma",,0
"MD-0421","Adenomyoma","MD-0077","Endometrial / Mixed epithelial and mesenchymal tumors / Adenomyoma",,0
"MD-0422","Adenosarcoma","MD-0077","Endometrial / Mixed epithelial and mesenchymal tumors / Adenosarcoma","OmniDx_0024",-1
"MD-0423","Carcinofibroma","MD-0077","Endometrial / Mixed epithelial and mesenchymal tumors / Carcinofibroma",,0
"MD-0424","Carcinosarcoma (malignant Mullerian mixed tumor; metaplastic carcinoma)","MD-0077","Endometrial / Mixed epithelial and mesenchymal tumors / Carcinosarcoma (malignant Mullerian mixed tumor: metaplastic carcinoma)","OmniDx_0024",-1
"MD-0425","Endometrial carcinoma","MD-0072","Endometrial / Epithelial tumors and related lesions / Endometrial carcinoma","OmniDx_0024",-1
"MD-0428","Endometrial stromal and related tumors","MD-0075","Endometrial / Mesenchymal tumors / Endometrial stromal and related tumors","OmniDx_0068",-1
"MD-0429","Melanotic paraganglioma","MD-0076","Endometrial / Miscellaneous tumors / Melanotic paraganglioma",,0
"MD-0430","Miscellanous mesenchymal tumors","MD-0075","Endometrial / Mesenchymal tumors / Miscellanous mesenchymal tumors",,-1
"MD-0431","Molar pregnancies","MD-0073","Endometrial / Gestational trophoblastic disease / Molar pregnancies","OmniDx_0024",-1
"MD-0432","Neuroectodermal tumors","MD-0076","Endometrial / Miscellaneous tumors / Neuroectodermal tumors","OmniDx_0068",-1
"MD-0433","Non-neoplastic, non-molar trophoblastic lesions","MD-0073","Endometrial / Gestational trophoblastic disease / Non-neoplastic, non-molar trophoblastic lesions",,0
"MD-0434","Other","MD-0076","Endometrial / Miscellaneous tumors / Other",,0
"MD-0435","Sex cord-like tumors","MD-0076","Endometrial / Miscellaneous tumors / Sex cord-like tumors",,0
"MD-0436","Smooth muscle tumors","MD-0075","Endometrial / Mesenchymal tumors / Smooth muscle tumors",,-1
"MD-0438","Trophoblastic neoplasms","MD-0073","Endometrial / Gestational trophoblastic disease / Trophoblastic neoplasms","OmniDx_0024",-1
"MD-0439","Tumors of germ cell type","MD-0076","Endometrial / Miscellaneous tumors / Tumors of germ cell type",,0
"MD-0440","Carcinoid tumor","MD-0080","Esophageal / Epithelial Tumors / Carcinoid tumor","OmniDx_0063",-1
"MD-0441","Carcinoma","MD-0080","Esophageal / Epithelial Tumors / Carcinoma","OmniDx_0034",-1
"MD-0442","Gastointestinal stromal tumor","MD-0082","Esophageal / Non-epithelial tumors / Gastointestinal stromal tumor","OmniDx_0068",-1
"MD-0443","Granular cell tumor","MD-0082","Esophageal / Non-epithelial tumors / Granular cell tumor","OmniDx_0068",-1
"MD-0444","Intraepithelial neoplasia","MD-0080","Esophageal / Epithelial Tumors / Intraepithelial neoplasia",,0
"MD-0445","Kaposi sarcoma","MD-0082","Esophageal / Non-epithelial tumors / Kaposi sarcoma","OmniDx_0042",-1
"MD-0446","Leiomyoma","MD-0082","Esophageal / Non-epithelial tumors / Leiomyoma","OmniDx_0068",-1
"MD-0447","Leiomyosarcoma","MD-0082","Esophageal / Non-epithelial tumors / Leiomyosarcoma","OmniDx_0068",-1
"MD-0448","Lipoma","MD-0082","Esophageal / Non-epithelial tumors / Lipoma","OmniDx_0046",-1
"MD-0449","Malignant melanoma","MD-0082","Esophageal / Non-epithelial tumors / Malignant melanoma","OmniDx_0005",-1
"MD-0450","Others","MD-0082","Esophageal / Non-epithelial tumors / Others",,0
"MD-0451","Rhabdomyosarcoma","MD-0082","Esophageal / Non-epithelial tumors / Rhabdomyosarcoma","OmniDx_0068",-1
"MD-0452","Squamous cell papilloma","MD-0080","Esophageal / Epithelial Tumors / Squamous cell papilloma",,0
"MD-0455","Benign epithelial tumors","MD-0087","Head & Neck / Nasopharynx / Benign epithelial tumors",,0
"MD-0456","Benign epithelial tumors","MD-0090","Head & Neck / Oral Cavity and Oropharynx / Benign epithelial tumors",,0
"MD-0457","Benign Tumor","MD-0089","Head & Neck / Odontogenic Tumors / Benign Tumor",,-1
"MD-0461","Carcinoma in-situ NOS","MD-0087","Head & Neck / Nasopharynx / Carcinoma in-situ NOS",,0
"MD-0462","Carcinoma in-situ NOS","MD-0089","Head & Neck / Odontogenic Tumors / Carcinoma in-situ NOS","OmniDx_0039",0
"MD-0463","Carcinoma in-situ NOS","MD-0090","Head & Neck / Oral Cavity and Oropharynx / Carcinoma in-situ NOS",,0
"MD-0467","Dysplasia NOS","MD-0087","Head & Neck / Nasopharynx / Dysplasia NOS",,0
"MD-0468","Dysplasia NOS","MD-0089","Head & Neck / Odontogenic Tumors / Dysplasia NOS",,0
"MD-0469","Dysplasia NOS","MD-0090","Head & Neck / Oral Cavity and Oropharynx / Dysplasia NOS",,0
"MD-0471","Epithelial precursor lesions","MD-0090","Head & Neck / Oral Cavity and Oropharynx / Epithelial precursor lesions",,0
"MD-0472","Germ cell tumors","MD-0086","Head & Neck / Nasal Cavity and Paranasal Sinuses / Germ cell tumors","OmniDx_0039",-1
"MD-0476","Hematolymphoid tumors (if Lymphoma use Lymphoma template)","MD-0087","Head & Neck / Nasopharynx / Hematolymphoid tumors (if Lymphoma use Lymphoma template)",,0
"MD-0477","Hematolymphoid tumors (if Lymphoma use Lymphoma template)","MD-0090","Head & Neck / Oral Cavity and Oropharynx / Hematolymphoid tumors (if Lymphoma use Lymphoma template)",,0
"MD-0479","Malignant epithelial tumors","MD-0085","Head & Neck / Hypopharynx, Larynx, and Trachea / Malignant epithelial tumors","OmniDx_0039",-1
"MD-0480","Malignant epithelial tumors","MD-0086","Head & Neck / Nasal Cavity and Paranasal Sinuses / Malignant epithelial tumors",,-1
"MD-0481","Malignant epithelial tumors","MD-0087","Head & Neck / Nasopharynx / Malignant epithelial tumors",,-1
"MD-0482","Malignant epithelial tumors","MD-0090","Head & Neck / Oral Cavity and Oropharynx / Malignant epithelial tumors",,-1
"MD-0483","Malignant Tumor","MD-0089","Head & Neck / Odontogenic Tumors / Malignant Tumor",,-1
"MD-0484","Mucosal melaNma","MD-0085","Head & Neck / Hypopharynx, Larynx, and Trachea / Mucosal melanoma","OmniDx_0005",-1
"MD-0485","Naso Secondary tumors","MD-0087","Head & Neck / Nasopharynx / Naso Secondary tumors","OmniDx_0039",0
