"OmniMap_IDX","Resource","ResourceDiseaseID","ResourceDiseaseName","Skip_Flag","Bypass_Flag","OmniDisease_ID","OmniDisease","OmniDiseaseType","MCode","DiseasePath","Receptors","ReceptorsStatus"
150,"JAX",14110,"anus cancer",0,0,"OmniDx_0003","Colorectal Cancer","Solid Tumor","MD-2743","Anus / Epithelial tumors / Carcinoma / Adenocarcinoma",,
151,"JAX",14110,"anus cancer",0,0,"OmniDx_0003","Colorectal Cancer","Solid Tumor","MD-2744","Anus / Epithelial tumors / Carcinoma / Mucinous adenocarcinoma",,
152,"JAX",14110,"anus cancer",0,0,"OmniDx_0003","Colorectal Cancer","Solid Tumor","MD-2750","Anus / Epithelial tumors / Neuroendocrine neoplasms / Mixed adenoneuroendocrine carcinoma",,
153,"JAX",4934,"apocrine sweat gland cancer",-1,0,,,,,,,
154,"JAX",3608,"appendix adenocarcinoma",0,0,"OmniDx_0003","Colorectal Cancer","Solid Tumor","MD-1014","Appendix / Epithelial tumors / Mixed carcinoid-adenocarcinoma",,
155,"JAX",3608,"appendix adenocarcinoma",0,0,"OmniDx_0003","Colorectal Cancer","Solid Tumor","MD-2049","Appendix / Epithelial tumors / Carcinoma / Adenocarcinoma",,
156,"JAX",3608,"appendix adenocarcinoma",0,0,"OmniDx_0003","Colorectal Cancer","Solid Tumor","MD-2050","Appendix / Epithelial tumors / Carcinoma / Adenosquamous carcinoma",,
157,"JAX",3608,"appendix adenocarcinoma",0,0,"OmniDx_0003","Colorectal Cancer","Solid Tumor","MD-2061","Appendix / Epithelial tumors / Carcinoma / Mucinous adenocarcinoma",,
158,"JAX",11239,"appendix cancer",0,0,"OmniDx_0003","Colorectal Cancer","Solid Tumor","MD-0030","Appendix",,
159,"JAX",11239,"appendix cancer",0,0,"OmniDx_0003","Colorectal Cancer","Solid Tumor","MD-0243","Appendix / Epithelial tumors",,
160,"JAX",11239,"appendix cancer",0,0,"OmniDx_0003","Colorectal Cancer","Solid Tumor","MD-0245","Appendix / Non-epithelial tumors",,
161,"JAX",11239,"appendix cancer",0,0,"OmniDx_0003","Colorectal Cancer","Solid Tumor","MD-1004","Appendix / Epithelial tumors / Carcinoma",,
162,"JAX",11239,"appendix cancer",0,0,"OmniDx_0003","Colorectal Cancer","Solid Tumor","MD-1014","Appendix / Epithelial tumors / Mixed carcinoid-adenocarcinoma",,
163,"JAX",11239,"appendix cancer",0,0,"OmniDx_0003","Colorectal Cancer","Solid Tumor","MD-2049","Appendix / Epithelial tumors / Carcinoma / Adenocarcinoma",,
164,"JAX",11239,"appendix cancer",0,0,"OmniDx_0003","Colorectal Cancer","Solid Tumor","MD-2050","Appendix / Epithelial tumors / Carcinoma / Adenosquamous carcinoma",,
165,"JAX",11239,"appendix cancer",0,0,"OmniDx_0003","Colorectal Cancer","Solid Tumor","MD-2060","Appendix / Epithelial tumors / Carcinoma / Medullary carcinoma",,
166,"JAX",11239,"appendix cancer",0,0,"OmniDx_0003","Colorectal Cancer","Solid Tumor","MD-2061","Appendix / Epithelial tumors / Carcinoma / Mucinous adenocarcinoma",,
167,"JAX",11239,"appendix cancer",0,0,"OmniDx_0003","Colorectal Cancer","Solid Tumor","MD-2064","Appendix / Epithelial tumors / Carcinoma / Signet-ring cell carcinoma",,
168,"JAX",11239,"appendix cancer",0,0,"OmniDx_0003","Colorectal Cancer","Solid Tumor","MD-2066","Appendix / Epithelial tumors / Carcinoma / Squamous cell carcinoma",,
169,"JAX",11239,"appendix cancer",0,0,"OmniDx_0003","Colorectal Cancer","Solid Tumor","MD-2069","Appendix / Epithelial tumors / Carcinoma / Undifferentiated carcinoma",,
170,"JAX",11239,"appendix cancer",0,0,"OmniDx_0005","Melanoma","Solid Tumor","MD-1013","Appendix / Non-epithelial tumors / Malignant melanoma",,
171,"JAX",11239,"appendix cancer",0,0,"OmniDx_0046","Lipomatous Neoplasms","Solid Tumor","MD-1011","Appendix / Non-epithelial tumors / Lipoma",,
172,"JAX",11239,"appendix cancer",-1,0,"OmniDx_0042","Kaposi's Sarcoma","Solid Tumor","MD-1008","Appendix / Non-epithelial tumors / Kaposi sarcoma",,
173,"JAX",11239,"appendix cancer",-1,0,"OmniDx_0063","Neuroendocrine Tumors","Solid Tumor","MD-1003","Appendix / Epithelial tumors / Carcinoid (well differentiated endocrine neoplasm)",,
174,"JAX",11239,"appendix cancer",-1,0,"OmniDx_0063","Neuroendocrine Tumors","Solid Tumor","MD-2065","Appendix / Epithelial tumors / Carcinoma / Small cell carcinoma",,
175,"JAX",11239,"appendix cancer",-1,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1002","Appendix / Non-epithelial tumors / Angiosarcoma",,
176,"JAX",11239,"appendix cancer",-1,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1005","Appendix / Non-epithelial tumors / Gastrointestinal stromal tumor",,
177,"JAX",11239,"appendix cancer",-1,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1009","Appendix / Non-epithelial tumors / Leiomyoma",,
178,"JAX",11239,"appendix cancer",-1,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1010","Appendix / Non-epithelial tumors / Leiomyosarcoma",,
179,"JAX",4902,"appendix carcinoma",0,0,"OmniDx_0003","Colorectal Cancer","Solid Tumor","MD-0030","Appendix",,
180,"JAX",4902,"appendix carcinoma",0,0,"OmniDx_0003","Colorectal Cancer","Solid Tumor","MD-0243","Appendix / Epithelial tumors",,
181,"JAX",4902,"appendix carcinoma",0,0,"OmniDx_0003","Colorectal Cancer","Solid Tumor","MD-0245","Appendix / Non-epithelial tumors",,
182,"JAX",4902,"appendix carcinoma",0,0,"OmniDx_0003","Colorectal Cancer","Solid Tumor","MD-1004","Appendix / Epithelial tumors / Carcinoma",,
183,"JAX",4902,"appendix carcinoma",0,0,"OmniDx_0003","Colorectal Cancer","Solid Tumor","MD-1014","Appendix / Epithelial tumors / Mixed carcinoid-adenocarcinoma",,
184,"JAX",4902,"appendix carcinoma",0,0,"OmniDx_0003","Colorectal Cancer","Solid Tumor","MD-2049","Appendix / Epithelial tumors / Carcinoma / Adenocarcinoma",,
185,"JAX",4902,"appendix carcinoma",0,0,"OmniDx_0003","Colorectal Cancer","Solid Tumor","MD-2050","Appendix / Epithelial tumors / Carcinoma / Adenosquamous carcinoma",,
186,"JAX",4902,"appendix carcinoma",0,0,"OmniDx_0003","Colorectal Cancer","Solid Tumor","MD-2060","Appendix / Epithelial tumors / Carcinoma / Medullary carcinoma",,
187,"JAX",4902,"appendix carcinoma",0,0,"OmniDx_0003","Colorectal Cancer","Solid Tumor","MD-2061","Appendix / Epithelial tumors / Carcinoma / Mucinous adenocarcinoma",,
188,"JAX",4902,"appendix carcinoma",0,0,"OmniDx_0003","Colorectal Cancer","Solid Tumor","MD-2064","Appendix / Epithelial tumors / Carcinoma / Signet-ring cell carcinoma",,
189,"JAX",4902,"appendix carcinoma",0,0,"OmniDx_0003","Colorectal Cancer","Solid Tumor","MD-2066","Appendix / Epithelial tumors / Carcinoma / Squamous cell carcinoma",,
190,"JAX",4902,"appendix carcinoma",0,0,"OmniDx_0003","Colorectal Cancer","Solid Tumor","MD-2069","Appendix / Epithelial tumors / Carcinoma / Undifferentiated carcinoma",,
191,"JAX",4902,"appendix carcinoma",0,0,"OmniDx_0005","Melanoma","Solid Tumor","MD-1013","Appendix / Non-epithelial tumors / Malignant melanoma",,
192,"JAX",4902,"appendix carcinoma",0,0,"OmniDx_0046","Lipomatous Neoplasms","Solid Tumor","MD-1011","Appendix / Non-epithelial tumors / Lipoma",,
193,"JAX",4902,"appendix carcinoma",-1,0,"OmniDx_0042","Kaposi's Sarcoma","Solid Tumor","MD-1008","Appendix / Non-epithelial tumors / Kaposi sarcoma",,
194,"JAX",4902,"appendix carcinoma",-1,0,"OmniDx_0063","Neuroendocrine Tumors","Solid Tumor","MD-1003","Appendix / Epithelial tumors / Carcinoid (well differentiated endocrine neoplasm)",,
195,"JAX",4902,"appendix carcinoma",-1,0,"OmniDx_0063","Neuroendocrine Tumors","Solid Tumor","MD-2065","Appendix / Epithelial tumors / Carcinoma / Small cell carcinoma",,
196,"JAX",4902,"appendix carcinoma",-1,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1002","Appendix / Non-epithelial tumors / Angiosarcoma",,
197,"JAX",4902,"appendix carcinoma",-1,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1005","Appendix / Non-epithelial tumors / Gastrointestinal stromal tumor",,
198,"JAX",4902,"appendix carcinoma",-1,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1009","Appendix / Non-epithelial tumors / Leiomyoma",,
199,"JAX",4902,"appendix carcinoma",-1,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1010","Appendix / Non-epithelial tumors / Leiomyosarcoma",,
200,"JAX",3069,"astrocytoma",0,0,"OmniDx_0032","Brain and Nervous System Cancer","Solid Tumor","MD-0301","Brain / Tumors of Neuroepithelial Tissue / Astrocytic tumours",,
201,"JAX",3069,"astrocytoma",0,0,"OmniDx_0032","Brain and Nervous System Cancer","Solid Tumor","MD-1094","Brain / Tumors of Neuroepithelial Tissue / Astrocytic tumours / Anaplastic astrocytoma",,
202,"JAX",3069,"astrocytoma",-1,0,"OmniDx_0032","Brain and Nervous System Cancer","Solid Tumor","MD-1110","Brain / Tumors of Neuroepithelial Tissue / Neuronal and mixed neuronal-glial tumours / Desmoplastic infantile astrocytoma | ganglioglioma",,
203,"JAX",3069,"astrocytoma",0,0,"OmniDx_0032","Brain and Nervous System Cancer","Solid Tumor","MD-1111","Brain / Tumors of Neuroepithelial Tissue / Astrocytic tumours / Diffuse astrocytoma 1",,
204,"JAX",3069,"astrocytoma",0,0,"OmniDx_0032","Brain and Nervous System Cancer","Solid Tumor","MD-1121","Brain / Tumors of Neuroepithelial Tissue / Astrocytic tumours / Glioblastoma",,
205,"JAX",3069,"astrocytoma",0,0,"OmniDx_0032","Brain and Nervous System Cancer","Solid Tumor","MD-1145","Brain / Tumors of Neuroepithelial Tissue / Mixed gliomas / Oligoastrocytoma",,
206,"JAX",3069,"astrocytoma",-1,0,"OmniDx_0032","Brain and Nervous System Cancer","Solid Tumor","MD-1152","Brain / Tumors of Neuroepithelial Tissue / Astrocytic tumours / Pilocytic astrocytoma",,
207,"JAX",3069,"astrocytoma",-1,0,"OmniDx_0032","Brain and Nervous System Cancer","Solid Tumor","MD-1156","Brain / Tumors of Neuroepithelial Tissue / Astrocytic tumours / Pleomorphic xanthoastrocytoma",,
208,"JAX",3069,"astrocytoma",-1,0,"OmniDx_0032","Brain and Nervous System Cancer","Solid Tumor","MD-1160","Brain / Tumors of Neuroepithelial Tissue / Astrocytic tumours / Subependymal giant cell astrocytoma",,
209,"JAX",3069,"astrocytoma",0,0,"OmniDx_0032","Brain and Nervous System Cancer","Solid Tumor","MD-2151","Brain / Tumors of Neuroepithelial Tissue / Astrocytic tumours / Diffuse astrocytoma 1 / Fibrillary astrocytoma",,
210,"JAX",3069,"astrocytoma",0,0,"OmniDx_0032","Brain and Nervous System Cancer","Solid Tumor","MD-2154","Brain / Tumors of Neuroepithelial Tissue / Astrocytic tumours / Diffuse astrocytoma 1 / Gemistocytic astrocytoma",,
211,"JAX",3069,"astrocytoma",0,0,"OmniDx_0032","Brain and Nervous System Cancer","Solid Tumor","MD-2155","Brain / Tumors of Neuroepithelial Tissue / Astrocytic tumours / Glioblastoma / Giant cell glioblastoma",,
212,"JAX",3069,"astrocytoma",0,0,"OmniDx_0032","Brain and Nervous System Cancer","Solid Tumor","MD-2156","Brain / Tumors of Neuroepithelial Tissue / Astrocytic tumours / Glioblastoma / Gliosarcoma",,
213,"JAX",3069,"astrocytoma",0,0,"OmniDx_0032","Brain and Nervous System Cancer","Solid Tumor","MD-2167","Brain / Tumors of Neuroepithelial Tissue / Astrocytic tumours / Diffuse astrocytoma 1 / Protoplasmic astrocytoma",,
214,"JAX",60597,"atypical chronic myeloid leukemia",0,-1,,,,,,,
215,"JAX",2129,"atypical teratoid rhabdoid tumor",0,0,"OmniDx_0032","Brain and Nervous System Cancer","Solid Tumor","MD-1102","Brain / Tumors of Neuroepithelial Tissue / Embryonal tumours / Atypical teratoid|rhabdoid tumour",,
216,"JAX",833,"auditory system cancer",-1,0,,,,,,,
217,"JAX",2621,"autonomic nervous system neoplasm",0,0,,,,"MD-0316","Brain / Tumors of Neuroepithelial Tissue / Neuroblastic tumours",,
218,"JAX",2621,"autonomic nervous system neoplasm",-1,0,"OmniDx_0063","Neuroendocrine Tumors","Solid Tumor","MD-0531","Kidney / Neuroendocrine Tumor / Neuroblastoma",,
219,"JAX",2621,"autonomic nervous system neoplasm",-1,0,"OmniDx_0063","Neuroendocrine Tumors","Solid Tumor","MD-0764","Prostate / Neuroendocrine tumors / Neuroblastoma",,
220,"JAX",2621,"autonomic nervous system neoplasm",0,-1,"OmniDx_0032","Brain and Nervous System Cancer","Solid Tumor","MD-1142","Brain / Tumors of Neuroepithelial Tissue / Neuroblastic tumours / Neuroblastomas of the adrenal gland and sympathetic nervous system",,
221,"JAX",2621,"autonomic nervous system neoplasm",-1,0,"OmniDx_0032","Brain and Nervous System Cancer","Solid Tumor","MD-1143","Brain / Tumors of Neuroepithelial Tissue / Neuroblastic tumours / Olfactory neuroblastoma (Aesthesioneuroblastoma)",,
222,"JAX",2621,"autonomic nervous system neoplasm",0,0,"OmniDx_0032","Brain and Nervous System Cancer","Solid Tumor","MD-1144","Brain / Tumors of Neuroepithelial Tissue / Neuroblastic tumours / Olfactory neuroepithelioma",,
223,"JAX",9953,"B- and T-cell mixed leukemia",0,-1,,,,,,,
224,"JAX",2513,"basal cell carcinoma",0,0,"OmniDx_0011","Basal Cell Carcinoma of the Skin","Solid Tumor",,,,
225,"JAX",5063,"basosquamous carcinoma",-1,0,,,,,,,
226,"JAX",60592,"B-cell adult acute lymphocytic leukemia",0,-1,,,,,,,
227,"JAX",80146,"B-cell childhood acute lymphoblastic leukemia",0,-1,,,,,,,
228,"JAX",707,"B-cell lymphoma",0,-1,,,,,,,
229,"JAX",4896,"bile duct adenocarcinoma",0,0,"OmniDx_0025","Liver and Bile Duct Cancer","Solid Tumor","MD-1435","Liver / Epithelial tumours / Malignant / Bile duct cystadenocarcinoma",,
230,"JAX",4606,"bile duct cancer",0,0,"OmniDx_0025","Liver and Bile Duct Cancer","Solid Tumor","MD-1435","Liver / Epithelial tumours / Malignant / Bile duct cystadenocarcinoma",,
231,"JAX",4606,"bile duct cancer",0,0,"OmniDx_0025","Liver and Bile Duct Cancer","Solid Tumor","MD-1437","Liver / Epithelial tumours / Malignant / Combined hepatocellular and cholangiocarcinoma",,
232,"JAX",4606,"bile duct cancer",0,0,"OmniDx_0025","Liver and Bile Duct Cancer","Solid Tumor","MD-1452","Liver / Epithelial tumours / Malignant / Intrahepatic cholangiocarcinoma",,
233,"JAX",4897,"bile duct carcinoma",0,0,"OmniDx_0025","Liver and Bile Duct Cancer","Solid Tumor","MD-1435","Liver / Epithelial tumours / Malignant / Bile duct cystadenocarcinoma",,
234,"JAX",4897,"bile duct carcinoma",0,0,"OmniDx_0025","Liver and Bile Duct Cancer","Solid Tumor","MD-1437","Liver / Epithelial tumours / Malignant / Combined hepatocellular and cholangiocarcinoma",,
235,"JAX",4897,"bile duct carcinoma",0,0,"OmniDx_0025","Liver and Bile Duct Cancer","Solid Tumor","MD-1452","Liver / Epithelial tumours / Malignant / Intrahepatic cholangiocarcinoma",,
236,"JAX",50625,"biliary tract benign neoplasm",-1,0,,,,,,,
238,"JAX",4607,"biliary tract cancer",0,0,"OmniDx_0025","Liver and Bile Duct Cancer","Solid Tumor","MD-1435","Liver / Epithelial tumours / Malignant / Bile duct cystadenocarcinoma",,
239,"JAX",4607,"biliary tract cancer",0,0,"OmniDx_0025","Liver and Bile Duct Cancer","Solid Tumor","MD-1437","Liver / Epithelial tumours / Malignant / Combined hepatocellular and cholangiocarcinoma",,
240,"JAX",4607,"biliary tract cancer",0,0,"OmniDx_0025","Liver and Bile Duct Cancer","Solid Tumor","MD-1452","Liver / Epithelial tumours / Malignant / Intrahepatic cholangiocarcinoma",,
241,"JAX",3711,"bladder adenocarcinoma",0,0,"OmniDx_0019","Bladder Cancer","Solid Tumor","MD-0272","Bladder / Glandular neoplasms / Adenocarcinoma",,
242,"JAX",4007,"bladder carcinoma",0,0,"OmniDx_0019","Bladder Cancer","Solid Tumor",,,,
243,"JAX",9053,"bladder carcinoma in situ",-1,0,"OmniDx_0019","Bladder Cancer","Solid Tumor",,,,
244,"JAX",5432,"bladder papillary transitional cell neoplasm",0,0,"OmniDx_0019","Bladder Cancer","Solid Tumor","MD-1083","Bladder / Urothelial tumor / Non-invasive urothelial neoplasias / Non-invasive papillary urothelial carcinoma, high grade",,
245,"JAX",5432,"bladder papillary transitional cell neoplasm",0,0,"OmniDx_0019","Bladder Cancer","Solid Tumor","MD-1084","Bladder / Urothelial tumor / Non-invasive urothelial neoplasias / Non-invasive papillary urothelial carcinoma, low grade",,
246,"JAX",5432,"bladder papillary transitional cell neoplasm",0,0,"OmniDx_0019","Bladder Cancer","Solid Tumor","MD-1085","Bladder / Urothelial tumor / Non-invasive urothelial neoplasias / Non-invasive papillary urothelial neoplasm of low malignant potential",,
247,"JAX",3742,"bladder squamous cell carcinoma",0,0,"OmniDx_0019","Bladder Cancer","Solid Tumor","MD-0042","Bladder / Squamous neoplasms",,
248,"JAX",3742,"bladder squamous cell carcinoma",0,0,"OmniDx_0019","Bladder Cancer","Solid Tumor","MD-0296","Bladder / Squamous neoplasms / Squamous cell carcinoma",,
249,"JAX",3742,"bladder squamous cell carcinoma",0,0,"OmniDx_0019","Bladder Cancer","Solid Tumor","MD-0299","Bladder / Squamous neoplasms / Verrucous carcinoma",,
250,"JAX",3742,"bladder squamous cell carcinoma",0,0,"OmniDx_0019","Bladder Cancer","Solid Tumor","MD-1091","Bladder / Urothelial tumor / Infiltrating urothelial carcinoma / with squamous differentiation",,
251,"JAX",4006,"bladder urothelial carcinoma",0,0,"OmniDx_0019","Bladder Cancer","Solid Tumor","MD-0043","Bladder / Urothelial tumor",,
252,"JAX",4006,"bladder urothelial carcinoma",0,0,"OmniDx_0019","Bladder Cancer","Solid Tumor","MD-0276","Bladder / Urothelial tumor / Giant cell",,
253,"JAX",4006,"bladder urothelial carcinoma",0,0,"OmniDx_0019","Bladder Cancer","Solid Tumor","MD-0278","Bladder / Urothelial tumor / Infiltrating urothelial carcinoma",,
254,"JAX",4006,"bladder urothelial carcinoma",0,0,"OmniDx_0019","Bladder Cancer","Solid Tumor","MD-1076","Bladder / Urothelial tumor / Infiltrating urothelial carcinoma / High Grade",,
255,"JAX",4006,"bladder urothelial carcinoma",0,0,"OmniDx_0019","Bladder Cancer","Solid Tumor","MD-1078","Bladder / Urothelial tumor / Infiltrating urothelial carcinoma / Low Grade",,
256,"JAX",4006,"bladder urothelial carcinoma",0,0,"OmniDx_0019","Bladder Cancer","Solid Tumor","MD-1080","Bladder / Urothelial tumor / Infiltrating urothelial carcinoma / Microcystic",,
257,"JAX",4006,"bladder urothelial carcinoma",0,0,"OmniDx_0019","Bladder Cancer","Solid Tumor","MD-1082","Bladder / Urothelial tumor / Infiltrating urothelial carcinoma / Nested",,
258,"JAX",4006,"bladder urothelial carcinoma",0,0,"OmniDx_0019","Bladder Cancer","Solid Tumor","MD-1090","Bladder / Urothelial tumor / Infiltrating urothelial carcinoma / with glandular differentiation",,
259,"JAX",4006,"bladder urothelial carcinoma",0,0,"OmniDx_0019","Bladder Cancer","Solid Tumor","MD-1091","Bladder / Urothelial tumor / Infiltrating urothelial carcinoma / with squamous differentiation",,
260,"JAX",4006,"bladder urothelial carcinoma",0,0,"OmniDx_0019","Bladder Cancer","Solid Tumor","MD-1092","Bladder / Urothelial tumor / Infiltrating urothelial carcinoma / with trophoblastic differentiation",,
261,"JAX",4006,"bladder urothelial carcinoma",0,0,"OmniDx_0019","Bladder Cancer","Solid Tumor","MD-0281","Bladder / Urothelial tumor / Lymphoepithelioma-like",,
262,"JAX",4006,"bladder urothelial carcinoma",0,0,"OmniDx_0019","Bladder Cancer","Solid Tumor","MD-1079","Bladder / Urothelial tumor / Lymphoepithelioma-like / Lymphoma-like",,
263,"JAX",4006,"bladder urothelial carcinoma",0,0,"OmniDx_0019","Bladder Cancer","Solid Tumor","MD-1086","Bladder / Urothelial tumor / Lymphoepithelioma-like / Plasmacytoid",,
264,"JAX",4006,"bladder urothelial carcinoma",0,0,"OmniDx_0019","Bladder Cancer","Solid Tumor","MD-0286","Bladder / Urothelial tumor / Micropapillary",,
265,"JAX",4006,"bladder urothelial carcinoma",0,0,"OmniDx_0019","Bladder Cancer","Solid Tumor","MD-0288","Bladder / Urothelial tumor / Non-invasive urothelial neoplasias",,
266,"JAX",4006,"bladder urothelial carcinoma",0,0,"OmniDx_0019","Bladder Cancer","Solid Tumor","MD-1077","Bladder / Urothelial tumor / Non-invasive urothelial neoplasias / Inverted urothelial papilloma",,
267,"JAX",4006,"bladder urothelial carcinoma",0,0,"OmniDx_0019","Bladder Cancer","Solid Tumor","MD-1083","Bladder / Urothelial tumor / Non-invasive urothelial neoplasias / Non-invasive papillary urothelial carcinoma, high grade",,
268,"JAX",4006,"bladder urothelial carcinoma",0,0,"OmniDx_0019","Bladder Cancer","Solid Tumor","MD-1084","Bladder / Urothelial tumor / Non-invasive urothelial neoplasias / Non-invasive papillary urothelial carcinoma, low grade",,
269,"JAX",4006,"bladder urothelial carcinoma",0,0,"OmniDx_0019","Bladder Cancer","Solid Tumor","MD-1085","Bladder / Urothelial tumor / Non-invasive urothelial neoplasias / Non-invasive papillary urothelial neoplasm of low malignant potential",,
270,"JAX",4006,"bladder urothelial carcinoma",0,0,"OmniDx_0019","Bladder Cancer","Solid Tumor","MD-1088","Bladder / Urothelial tumor / Non-invasive urothelial neoplasias / Urothelial carcinoma in situ",,
271,"JAX",4006,"bladder urothelial carcinoma",0,0,"OmniDx_0019","Bladder Cancer","Solid Tumor","MD-1089","Bladder / Urothelial tumor / Non-invasive urothelial neoplasias / Urothelial papilloma",,
272,"JAX",4006,"bladder urothelial carcinoma",0,0,"OmniDx_0019","Bladder Cancer","Solid Tumor","MD-0294","Bladder / Urothelial tumor / Sarcomatoid",,
273,"JAX",4006,"bladder urothelial carcinoma",0,0,"OmniDx_0019","Bladder Cancer","Solid Tumor","MD-0298","Bladder / Urothelial tumor / Undifferentiated",,
274,"JAX",3368,"bone Ewing's sarcoma",0,0,"OmniDx_0068","Sarcoma","Solid Tumor","MD-0988","Bone / Marrow tumors (round cell tumors) / Ewing sarcoma",,
